"no","index","flux_id","plot","date","start_time","end_time","component","status","species","analyzer","analyzer_id","chamber","chamber_class","chamber_vol","chamber_area","height","diameter","stem_temp","air_temp","soil_temp","lenticels","above","water_depth","datetime","date_only"
41,"Oct_22_41","Oct_22_41_SRS6_stem","SRS6","10/17/22","12:57:30","13:00:30","stem","Alive","AVGE","LGR","LGR2","B5","B",NA,NA,"0",13.5,26.3,25.6,NA,"no","Sediment",NA,2022-10-17 12:57:30,2022-10-17
43,"Oct_22_43","Oct_22_43_SRS6_stem","SRS6","10/17/22","13:12:15","13:15:15","stem","Alive","AVGE","LGR","LGR2","B5","B",NA,NA,"100",13,26,25.6,NA,"no","Sediment",NA,2022-10-17 13:12:15,2022-10-17
45,"Oct_22_45","Oct_22_45_SRS6_stem","SRS6","10/17/22","13:38:00","13:41:00","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"50",27,28.1,25.6,NA,"no","Sediment",NA,2022-10-17 13:38:00,2022-10-17
46,"Oct_22_46","Oct_22_46_SRS6_stem","SRS6","10/17/22","13:43:30","13:46:30","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"100",26,28.1,25.6,NA,"no","Sediment",NA,2022-10-17 13:43:30,2022-10-17
47,"Oct_22_47","Oct_22_47_SRS6_root","SRS6","10/17/22","14:02:00","14:05:00","root","Alive","RHMA","LGR","LGR2","A4","A",NA,NA,"na",13.5,28.4,26.8,NA,"yes","Sediment",NA,2022-10-17 14:02:00,2022-10-17
48,"Oct_22_48","Oct_22_48_SRS6_root","SRS6","10/17/22","13:56:00","13:59:00","root","Alive","RHMA","LGR","LGR2","A4","A",NA,NA,"na",3.5,27,26.7,NA,"yes","Sediment",NA,2022-10-17 13:56:00,2022-10-17
52,"Oct_22_52","Oct_22_52_SRS6_root","SRS6","10/17/22","11:52:30","11:55:30","root","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"na",NA,NA,26.1,NA,"no","Sediment",NA,2022-10-17 11:52:30,2022-10-17
53,"Oct_22_53","Oct_22_53_SRS6_stem","SRS6","10/17/22","12:18:15","12:21:15","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"0",27,25.9,25.6833333333333,NA,"no","Sediment",NA,2022-10-17 12:18:15,2022-10-17
54,"Oct_22_54","Oct_22_54_SRS6_stem","SRS6","10/17/22","12:23:30","12:26:30","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"50",22.5,25.7,25.6138888888889,NA,"no","Sediment",NA,2022-10-17 12:23:30,2022-10-17
58,"Oct_22_58","Oct_22_58_SRS6_stem","SRS6","10/17/22","14:34:35","14:37:35","stem","Alive","LARA","LGR","LGR3","A7","A",NA,NA,"100",9.1,28.4,27.4,26.9,"no","Sediment",NA,2022-10-17 14:34:35,2022-10-17
59,"Oct_22_59","Oct_22_59_SRS6_stem","SRS6","10/17/22","10:59:33","11:02:33","stem","Alive","RHMA","LGR","LGR3","C5","C",NA,NA,"50",17.2,26.5,27.1,27.4,"no","Sediment",NA,2022-10-17 10:59:33,2022-10-17
61,"Oct_22_61","Oct_22_61_SRS6_stem","SRS6","10/17/22","11:09:35","11:12:35","stem","Alive","RHMA","LGR","LGR3","C5","C",NA,NA,"0",16.1,27.1,27.1,27.4,"no","Sediment",NA,2022-10-17 11:09:35,2022-10-17
66,"Oct_22_66","Oct_22_66_SRS6_root","SRS6","10/17/22","12:42:44","12:45:45","root","Alive","RHMA","LGR","LGR3","A6","A",NA,NA,"na",5.9,27,25.6,26.8,"no","Sediment",NA,2022-10-17 12:42:44,2022-10-17
65,"Oct_22_65","Oct_22_65_SRS6_stem","SRS6","10/17/22","12:29:31","12:32:32","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"100",12.1,26,25.6,26.8,"no","Sediment",NA,2022-10-17 12:29:31,2022-10-17
56,"Oct_22_56","Oct_22_56_SRS6_stem","SRS6","10/17/22","14:20:42","14:23:44","stem","Alive","LARA","LGR","LGR3","B4","B",NA,NA,"0",10.1,17.4,27.4,26.9,"no","Sediment",NA,2022-10-17 14:20:42,2022-10-17
64,"Oct_22_64","Oct_22_64_SRS6_stem","SRS6","10/17/22","12:21:04","12:24:10","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"50",12.3,26.2,25.6,26.8,"no","Sediment",NA,2022-10-17 12:21:04,2022-10-17
62,"Oct_22_62","Oct_22_62_SRS6_root","SRS6","10/17/22","11:27:15","11:30:30","root","Alive","RHMA","LGR","LGR3","A5","A",NA,NA,"na",6,27,27.1,27.4,"no","Sediment",NA,2022-10-17 11:27:15,2022-10-17
60,"Oct_22_60","Oct_22_60_SRS6_stem","SRS6","10/17/22","11:19:05","11:22:35","stem","Alive","RHMA","LGR","LGR3","B5","B",NA,NA,"100",17.7,26.8,27.1,27.4,"no","Sediment",NA,2022-10-17 11:19:05,2022-10-17
57,"Oct_22_57","Oct_22_57_SRS6_stem","SRS6","10/17/22","14:27:08","14:30:40","stem","Alive","LARA","LGR","LGR3","B4","B",NA,NA,"50",11.2,27.3,27.4,26.9,"no","Sediment",NA,2022-10-17 14:27:08,2022-10-17
31,"Oct_22_31","Oct_22_31_SRS6_stem","SRS6","10/17/22","14:13:00","14:17:00","stem","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"0",NA,NA,27.0125,NA,"no","Sediment",NA,2022-10-17 14:13:00,2022-10-17
39,"Oct_22_39","Oct_22_39_SRS6_stem","SRS6","10/17/22","15:49:00","15:53:00","stem","Alive","LARA","LGR","LGR2","C1","C",NA,NA,"50",28,28.4,27.4,NA,"no","Sediment",NA,2022-10-17 15:49:00,2022-10-17
44,"Oct_22_44","Oct_22_44_SRS6_stem","SRS6","10/17/22","13:24:00","13:28:00","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"0",33,28.2,25.6,NA,"no","Sediment",NA,2022-10-17 13:24:00,2022-10-17
34,"Oct_22_34","Oct_22_34_SRS6_root","SRS6","10/17/22","14:35:00","14:39:00","root","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"na",NA,NA,27.3354166666667,NA,"no","Sediment",NA,2022-10-17 14:35:00,2022-10-17
42,"Oct_22_42","Oct_22_42_SRS6_stem","SRS6","10/17/22","13:05:00","13:09:00","stem","Alive","AVGE","LGR","LGR2","B5","B",NA,NA,"50",13,25.9,25.6,NA,"no","Sediment",NA,2022-10-17 13:05:00,2022-10-17
49,"Oct_22_49","Oct_22_49_SRS6_stem","SRS6","10/17/22","11:06:00","11:11:00","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"0",25.5,26.5,27.1,NA,"no","Sediment",NA,2022-10-17 11:06:00,2022-10-17
51,"Oct_22_51","Oct_22_51_SRS6_stem","SRS6","10/17/22","11:42:00","11:47:00","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"100",23,25.9,26.7666666666667,NA,"no","Sediment",NA,2022-10-17 11:42:00,2022-10-17
50,"Oct_22_50","Oct_22_50_SRS6_stem","SRS6","10/17/22","11:13:00","11:22:00","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"50",22.5,26,27.0444444444444,NA,"no","Sediment",NA,2022-10-17 11:13:00,2022-10-17
99,"Oct_22_99","Oct_22_99_FLM30_root","FLM30","10/18/22","14:27:08","14:30:05","root","Dead","RHMA","LGR","LGR3","A5","A",NA,NA,"na",7.2,30.9,29.9,NA,"no","Water",13,2022-10-18 14:27:08,2022-10-18
80,"Oct_22_80","Oct_22_80_FLM30_stem","FLM30","10/18/22","15:22:55","15:25:55","stem","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"-50",9,30.3,30.8,31.1,"no","Water",18,2022-10-18 15:22:55,2022-10-18
84,"Oct_22_84","Oct_22_84_FLM30_stem","FLM30","10/18/22","11:09:10","11:12:10","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"0",36.7,28.5,25.9,NA,"no","Water",10,2022-10-18 11:09:10,2022-10-18
86,"Oct_22_86","Oct_22_86_FLM30_stem","FLM30","10/18/22","11:32:00","11:35:00","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"100",22.6,32,25.9,NA,"no","Water",10,2022-10-18 11:32:00,2022-10-18
87,"Oct_22_87","Oct_22_87_FLM30_stem","FLM30","10/18/22","11:48:10","11:51:10","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"0",11,32,29.2,NA,"no","Water",10,2022-10-18 11:48:10,2022-10-18
91,"Oct_22_91","Oct_22_91_FLM30_stem","FLM30","10/18/22","12:33:50","12:36:50","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",13.9,30.4,27.6,NA,"no","Water",10,2022-10-18 12:33:50,2022-10-18
92,"Oct_22_92","Oct_22_92_FLM30_stem","FLM30","10/18/22","12:57:40","13:00:40","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"100",13.5,31.4,27.6,NA,"no","Water",10,2022-10-18 12:57:40,2022-10-18
94,"Oct_22_94","Oct_22_94_FLM30_stem","FLM30","10/18/22","13:17:30","13:20:30","stem","Dead","AVGE","LGR","LGR3","C1","C",NA,NA,"0",19.8,30.6,30.3,NA,"no","Water",13,2022-10-18 13:17:30,2022-10-18
98,"Oct_22_98","Oct_22_98_FLM30_stem","FLM30","10/18/22","14:16:00","14:19:00","stem","Dead","RHMA","LGR","LGR3","B4","B",NA,NA,"50",10.5,30.8,29.9,NA,"no","Water",13,2022-10-18 14:16:00,2022-10-18
100,"Oct_22_100","Oct_22_100_FLM30_root","FLM30","10/18/22","14:33:00","14:36:00","root","Dead","RHMA","LGR","LGR3","A6","A",NA,NA,"na",4,30.9,29.9,NA,"no","Water",13,2022-10-18 14:33:00,2022-10-18
101,"Oct_22_101","Oct_22_101_FLM30_stem","FLM30","10/18/22","14:52:10","14:55:10","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"0",11.3,31.6,29.7,NA,"no","Water",21,2022-10-18 14:52:10,2022-10-18
103,"Oct_22_103","Oct_22_103_FLM30_stem","FLM30","10/18/22","15:12:15","15:15:15","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"100",9.9,30.5,29.7,NA,"no","Water",21,2022-10-18 15:12:15,2022-10-18
85,"Oct_22_85","Oct_22_85_FLM30_stem","FLM30","10/18/22","11:19:35","11:22:35","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",36.7,30.2,25.9,NA,"no","Water",10,2022-10-18 11:19:35,2022-10-18
79,"Oct_22_79","Oct_22_79_FLM30_stem","FLM30","10/18/22","14:31:14","14:34:15","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"100",9.5,30.7,27.4,31.1,"no","Water",18,2022-10-18 14:31:14,2022-10-18
102,"Oct_22_102","Oct_22_102_FLM30_stem","FLM30","10/18/22","15:01:30","15:04:31","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",11.3,30.3,29.7,NA,"no","Water",21,2022-10-18 15:01:30,2022-10-18
104,"Oct_22_104","Oct_22_104_FLM30_stem","FLM30","10/18/22","15:26:56","15:30:07","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"0",14.6,29.4,28.8,NA,"no","Water",12,2022-10-18 15:26:56,2022-10-18
95,"Oct_22_95","Oct_22_95_FLM30_stem","FLM30","10/18/22","13:26:34","13:29:50","stem","Dead","AVGE","LGR","LGR3","C1","C",NA,NA,"50",19.7,31.7,30.3,NA,"no","Water",13,2022-10-18 13:26:34,2022-10-18
96,"Oct_22_96","Oct_22_96_FLM30_stem","FLM30","10/18/22","13:37:42","13:41:02","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"100",17.5,31.9,30.3,NA,"no","Water",13,2022-10-18 13:37:42,2022-10-18
82,"Oct_22_82","Oct_22_82_FLM30_stem","FLM30","10/18/22","16:02:21","16:05:44","stem","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"0",11,30.5,30.8,31.1,"no","Water",18,2022-10-18 16:02:21,2022-10-18
83,"Oct_22_83","Oct_22_83_FLM30_stem","FLM30","10/18/22","16:16:59","16:20:23","stem","Dead","RHMA","LGR","LGR2","B3","B",NA,NA,"50",10.5,30.5,30.8,31.1,"no","Water",18,2022-10-18 16:16:59,2022-10-18
78,"Oct_22_78","Oct_22_78_FLM30_stem","FLM30","10/18/22","14:22:36","14:26:02","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"50",10.3,30.7,27.4,31.1,"no","Water",18,2022-10-18 14:22:36,2022-10-18
90,"Oct_22_90","Oct_22_90_FLM30_stem","FLM30","10/18/22","12:24:20","12:27:46","stem","Dead","AVGE","LGR","LGR3","C1","C",NA,NA,"0",16.3,31.2,27.6,NA,"no","Water",10,2022-10-18 12:24:20,2022-10-18
81,"Oct_22_81","Oct_22_81_FLM30_root","FLM30","10/18/22","15:39:32","15:43:00","root","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"na",4.7,30.6,30.8,31.1,"no","Water",18,2022-10-18 15:39:32,2022-10-18
71,"Oct_22_71","Oct_22_71_FLM30_stem","FLM30","10/18/22","12:48:40","12:52:22","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"50",8.6,32.2,30.8,30.5,"no","Water",31,2022-10-18 12:48:40,2022-10-18
97,"Oct_22_97","Oct_22_97_FLM30_stem","FLM30","10/18/22","13:49:26","13:53:10","stem","Dead","RHMA","LGR","LGR3","B4","B",NA,NA,"0",11,31,29.9,NA,"no","Water",13,2022-10-18 13:49:26,2022-10-18
73,"Oct_22_73","Oct_22_73_FLM30_stem","FLM30","10/18/22","13:15:12","13:18:57","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"0",15,29.6,31.4,30.8,"no","Water",12,2022-10-18 13:15:12,2022-10-18
77,"Oct_22_77","Oct_22_77_FLM30_stem","FLM30","10/18/22","14:10:01","14:13:50","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"0",10.4,30.7,27.4,31.1,"no","Water",18,2022-10-18 14:10:01,2022-10-18
68,"Oct_22_68","Oct_22_68_FLM30_stem","FLM30","10/18/22","12:10:14","12:14:05","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"50",9.5,32.2,25.8,29.8,"no","Water",15,2022-10-18 12:10:14,2022-10-18
106,"Oct_22_106","Oct_22_106_FLM30_stem","FLM30","10/18/22","15:52:25","15:56:23","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"100",10.9,31,28.8,NA,"no","Water",12,2022-10-18 15:52:25,2022-10-18
76,"Oct_22_76","Oct_22_76_FLM30_stem","FLM30","10/18/22","13:54:20","13:58:20","stem","Dead","AVGE","LGR","LGR2","B3","B",NA,NA,"100",12,31.2,31.4,30.8,"no","Water",12,2022-10-18 13:54:20,2022-10-18
69,"Oct_22_69","Oct_22_69_FLM30_stem","FLM30","10/18/22","12:24:46","12:28:49","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"100",9.2,31.8,25.7,29.8,"no","Water",15,2022-10-18 12:24:46,2022-10-18
70,"Oct_22_70","Oct_22_70_FLM30_stem","FLM30","10/18/22","12:38:09","12:42:39","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"0",9.3,32.1,30.6,30.2,"no","Water",31,2022-10-18 12:38:09,2022-10-18
72,"Oct_22_72","Oct_22_72_FLM30_stem","FLM30","10/18/22","12:57:24","13:02:35","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"100",8.8,31.9,31.2,30.5,"no","Water",31,2022-10-18 12:57:24,2022-10-18
74,"Oct_22_74","Oct_22_74_FLM30_stem","FLM30","10/18/22","13:30:00","13:35:20","stem","Dead","AVGE","LGR","LGR2","B3","B",NA,NA,"0",15,29.6,31.4,30.8,"no","Water",12,2022-10-18 13:30:00,2022-10-18
67,"Oct_22_67","Oct_22_67_FLM30_stem","FLM30","10/18/22","11:57:48","12:03:54","stem","Dead","AVGE","LGR","LGR2","A4","A",NA,NA,"0",10.5,31.8,26.4,29.8,"no","Water",15,2022-10-18 11:57:48,2022-10-18
75,"Oct_22_75","Oct_22_75_FLM30_stem","FLM30","10/18/22","13:41:37","13:50:46","stem","Dead","AVGE","LGR","LGR2","B3","B",NA,NA,"50",12.2,30.3,31.4,30.8,"no","Water",12,2022-10-18 13:41:37,2022-10-18
93,"Oct_22_93","Oct_22_93_FLM30_stem","FLM30","10/18/22","13:07:10","13:17:30","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",13.9,30.4,27.6,NA,"no","Water",10,2022-10-18 13:07:10,2022-10-18
105,"Oct_22_105","Oct_22_105_FLM30_stem","FLM30","10/18/22","15:36:27","15:49:57","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",10.4,30.8,28.8,NA,"no","Water",12,2022-10-18 15:36:27,2022-10-18
88,"Oct_22_88","Oct_22_88_FLM30_stem","FLM30","10/18/22","11:58:25","12:21:25","stem","Dead","AVGE","LGR","LGR3","B4","B",NA,NA,"50",11.2,31,29.2,NA,"no","Water",10,2022-10-18 11:58:25,2022-10-18
133,"Oct_22_133","Oct_22_133_SRS5_CWD","SRS5","10/19/22","16:37:25","16:39","CWD","Dead","","LGR","LGR2","B6","B",NA,NA,"na",NA,NA,16.1,NA,"no","Sediment",NA,2022-10-19 16:37:25,2022-10-19
132,"Oct_22_132","Oct_22_132_SRS5_CWD","SRS5","10/19/22","16:27:12","16:29","CWD","Dead","","LGR","LGR2","B6","B",NA,NA,"na",NA,NA,16.1,NA,"no","Sediment",NA,2022-10-19 16:27:12,2022-10-19
111,"Oct_22_111","Oct_22_111_SRS5_root","SRS5","10/19/22","14:01:26","14:04:15","root","Alive","RHMA","LGR","LGR3","A3","A",NA,NA,"na",4.6,19.4,15.4,25.6,"no","Sediment",NA,2022-10-19 14:01:26,2022-10-19
108,"Oct_22_108","Oct_22_108_SRS5_stem","SRS5","10/19/22","13:29:00","13:32:00","stem","Alive","RHMA","LGR","LGR3","B5","B",NA,NA,"50",10.8,20.1,15.4,25.6,"no","Sediment",NA,2022-10-19 13:29:00,2022-10-19
110,"Oct_22_110","Oct_22_110_SRS5_root","SRS5","10/19/22","13:52:30","13:55:30","root","Alive","RHMA","LGR","LGR3","A2","A",NA,NA,"na",6.2,18.9,15.4,25.6,"no","Sediment",NA,2022-10-19 13:52:30,2022-10-19
112,"Oct_22_112","Oct_22_112_SRS5_root","SRS5","10/19/22","14:16:01","14:19:01","root","Alive","RHMA","LGR","LGR3","A3","A",NA,NA,"na",5.3,18,15.4,25.6,"no","Sediment",NA,2022-10-19 14:16:01,2022-10-19
116,"Oct_22_116","Oct_22_116_SRS5_stem","SRS5","10/19/22","12:08:05","12:11:05","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"0",19.2,21.6,18.3,26.1,"no","Water",20,2022-10-19 12:08:05,2022-10-19
117,"Oct_22_117","Oct_22_117_SRS5_stem","SRS5","10/19/22","12:16:25","12:19:25","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"50",15.5,21.8,18.3,26.1,"no","Water",20,2022-10-19 12:16:25,2022-10-19
120,"Oct_22_120","Oct_22_120_SRS5_root","SRS5","10/19/22","13:16:13","13:19:13","root","Dead","RHMA","LGR","LGR2","A6","A",NA,NA,"na",11.2,20.4,18.3,26.1,"no","Water",20,2022-10-19 13:16:13,2022-10-19
121,"Oct_22_121","Oct_22_121_SRS5_stem","SRS5","10/19/22","13:41:19","13:44:19","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"0",14.1,19.9,15.9,26.5,"no","Water",20,2022-10-19 13:41:19,2022-10-19
125,"Oct_22_125","Oct_22_125_SRS5_stem","SRS5","10/19/22","14:19:45","14:22:45","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"-25",14.8,18.9,15.9,26.5,"no","Water",20,2022-10-19 14:19:45,2022-10-19
128,"Oct_22_128","Oct_22_128_SRS5_stem","SRS5","10/19/22","15:32:38","15:35:38","stem","Alive","RHMA","LGR","LGR2","B6","B",NA,NA,"50",16.8,18.9,16.1,26.3,"no","Water",20,2022-10-19 15:32:38,2022-10-19
129,"Oct_22_129","Oct_22_129_SRS5_stem","SRS5","10/19/22","15:39:20","15:42:20","stem","Alive","RHMA","LGR","LGR2","B6","B",NA,NA,"100",16.3,18.3,16.1,26.3,"no","Water",20,2022-10-19 15:39:20,2022-10-19
114,"Oct_22_114","Oct_22_114_SRS5_stem","SRS5","10/19/22","14:45:58","14:49:00","stem","Alive","AVGE","LGR","LGR3","B5","B",NA,NA,"50",10.3,19.9,18,25,"no","Sediment",NA,2022-10-19 14:45:58,2022-10-19
118,"Oct_22_118","Oct_22_118_SRS5_stem","SRS5","10/19/22","12:26:13","12:29:25","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"100",15,21.7,18.3,26.1,"no","Water",20,2022-10-19 12:26:13,2022-10-19
130,"Oct_22_130","Oct_22_130_SRS5_stem","SRS5","10/19/22","15:16:50","15:20:05","stem","Alive","RHMA","LGR","LGR2","B6","B",NA,NA,"-50",26.2,19.5,16.1,26.3,"no","Water",20,2022-10-19 15:16:50,2022-10-19
115,"Oct_22_115","Oct_22_115_SRS5_stem","SRS5","10/19/22","14:55:01","14:58:17","stem","Alive","AVGE","LGR","LGR3","B5","B",NA,NA,"100",9.9,19.9,18,25,"no","Sediment",NA,2022-10-19 14:55:01,2022-10-19
131,"Oct_22_131","Oct_22_131_SRS5_root","SRS5","10/19/22","15:02:13","15:05:35","root","Alive","RHMA","LGR","LGR2","A6","A",NA,NA,"na",7.2,19.1,16.1,26.3,"yes","Water",20,2022-10-19 15:02:13,2022-10-19
127,"Oct_22_127","Oct_22_127_SRS5_stem","SRS5","10/19/22","15:24:30","15:28:05","stem","Alive","RHMA","LGR","LGR2","B6","B",NA,NA,"0",17.5,18.9,16.1,26.3,"no","Water",20,2022-10-19 15:24:30,2022-10-19
109,"Oct_22_109","Oct_22_109_SRS5_stem","SRS5","10/19/22","13:39:35","13:43:12","stem","Alive","RHMA","LGR","LGR3","B5","B",NA,NA,"100",11.3,18.7,15.4,25.6,"no","Sediment",NA,2022-10-19 13:39:35,2022-10-19
113,"Oct_22_113","Oct_22_113_SRS5_stem","SRS5","10/19/22","14:33:10","14:37:10","stem","Alive","AVGE","LGR","LGR3","B5","B",NA,NA,"0",18.3,20.1,18,25,"no","Sediment",NA,2022-10-19 14:33:10,2022-10-19
123,"Oct_22_123","Oct_22_123_SRS5_stem","SRS5","10/19/22","14:06:17","14:10:17","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"100",12.3,18.4,15.9,26.5,"no","Water",20,2022-10-19 14:06:17,2022-10-19
126,"Oct_22_126","Oct_22_126_SRS5_root","SRS5","10/19/22","14:49:46","14:54:00","root","Alive","RHMA","LGR","LGR2","A6","A",NA,NA,"na",10.1,19.1,16.1,26.3,"no","Water",20,2022-10-19 14:49:46,2022-10-19
124,"Oct_22_124","Oct_22_124_SRS5_root","SRS5","10/19/22","14:33:14","14:37:53","root","Dead","RHMA","LGR","LGR2","A6","A",NA,NA,"na",5.5,18.8,15.9,26.5,"no","Water",20,2022-10-19 14:33:14,2022-10-19
107,"Oct_22_107","Oct_22_107_SRS5_stem","SRS5","10/19/22","13:16:53","13:21:34","stem","Alive","RHMA","LGR","LGR3","B5","B",NA,NA,"0",12.5,20.4,15.4,25.6,"no","Sediment",NA,2022-10-19 13:16:53,2022-10-19
122,"Oct_22_122","Oct_22_122_SRS5_stem","SRS5","10/19/22","13:54:12","13:59:30","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"50",13.2,18.5,15.9,26.5,"no","Water",20,2022-10-19 13:54:12,2022-10-19
119,"Oct_22_119","Oct_22_119_SRS5_stem","SRS5","10/19/22","12:37:49","12:43:49","stem","Dead","RHMA","LGR","LGR2","C4","C",NA,NA,"-25",21.2,22.5,18.3,26.1,"no","Water",20,2022-10-19 12:37:49,2022-10-19
135,"Oct_22_135","Oct_22_135_SRS5_stem","SRS5","10/20/22","12:32:52","12:35:52","stem","Alive","RHMA","LGR","LGR2","C5","C",NA,NA,"50",19.2,19.5,21,20,"no","Water",3,2022-10-20 12:32:52,2022-10-20
136,"Oct_22_136","Oct_22_136_SRS5_stem","SRS5","10/20/22","12:42:10","12:45:10","stem","Alive","RHMA","LGR","LGR2","C5","C",NA,NA,"100",19.1,26.8,21,20,"no","Water",3,2022-10-20 12:42:10,2022-10-20
137,"Oct_22_137","Oct_22_137_SRS5_stem","SRS5","10/20/22","12:56:14","12:59:14","stem","Alive","RHMA","LGR","LGR2","C5","C",NA,NA,"-50",21.4,24.3,21,20,"no","Water",3,2022-10-20 12:56:14,2022-10-20
138,"Oct_22_138","Oct_22_138_SRS5_root","SRS5","10/20/22","13:20:30","13:23:30","root","Alive","RHMA","LGR","LGR2","A2","A",NA,NA,"na",12.8,24.4,21,20,"no","Water",3,2022-10-20 13:20:30,2022-10-20
139,"Oct_22_139","Oct_22_139_SRS5_root","SRS5","10/20/22","13:33:10","13:36:10","root","Alive","RHMA","LGR","LGR2","A2","A",NA,NA,"na",12.2,23.8,21,20,"no","Water",3,2022-10-20 13:33:10,2022-10-20
140,"Oct_22_140","Oct_22_140_SRS5_stem","SRS5","10/20/22","14:00:00","14:03:00","stem","Alive","AVGE","LGR","LGR2","A2","A",NA,NA,"0",4.9,24.3,21.4,22.2,"no","Water",3,2022-10-20 14:00:00,2022-10-20
141,"Oct_22_141","Oct_22_141_SRS5_stem","SRS5","10/20/22","14:09:50","14:12:50","stem","Alive","AVGE","LGR","LGR2","A2","A",NA,NA,"50",4.4,26,21.4,22.2,"no","Water",3,2022-10-20 14:09:50,2022-10-20
142,"Oct_22_142","Oct_22_142_SRS5_stem","SRS5","10/20/22","14:20:00","14:23:00","stem","Alive","AVGE","LGR","LGR2","A2","A",NA,NA,"100",3.8,24.6,21.4,22.2,"no","Water",3,2022-10-20 14:20:00,2022-10-20
143,"Oct_22_143","Oct_22_143_SRS5_stem","SRS5","10/20/22","14:02:30","14:05:30","stem","Dead","RHMA","LGR","LGR3","B4","B",NA,NA,"0",17.2,23.1,16.4,21.4,"no","Sediment",NA,2022-10-20 14:02:30,2022-10-20
144,"Oct_22_144","Oct_22_144_SRS5_stem","SRS5","10/20/22","14:16:00","14:19:00","stem","Dead","RHMA","LGR","LGR3","B4","B",NA,NA,"100",13,23,16.4,21.4,"no","Sediment",NA,2022-10-20 14:16:00,2022-10-20
145,"Oct_22_145","Oct_22_145_SRS5_stem","SRS5","10/20/22","14:24:07","14:27:07","stem","Dead","RHMA","LGR","LGR3","B4","B",NA,NA,"50",14.1,24.1,16.4,21.4,"no","Sediment",NA,2022-10-20 14:24:07,2022-10-20
150,"Oct_22_150","Oct_22_150_SRS5_stem","SRS5","10/20/22","11:57:10","12:00:10","stem","Alive","RHMA","LGR","LGR3","C1","C",NA,NA,"0",16.5,21.4,21.1,21.3,"no","Water",3,2022-10-20 11:57:10,2022-10-20
153,"Oct_22_153","Oct_22_153_SRS5_root","SRS5","10/20/22","12:28:40","12:31:40","root","Alive","RHMA","LGR","LGR3","A4","A",NA,NA,"na",10,21.8,21.1,21.3,"no","Water",3,2022-10-20 12:28:40,2022-10-20
157,"Oct_22_157","Oct_22_157_SRS5_stem","SRS5","10/20/22","13:23:50","13:26:50","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"100",13.5,23.7,19.9,21.8,"no","Water",3,2022-10-20 13:23:50,2022-10-20
158,"Oct_22_158","Oct_22_158_SRS5_root","SRS5","10/20/22","13:39:30","13:42:30","root","Alive","RHMA","LGR","LGR3","A5","A",NA,NA,"na",6.2,24.9,19.9,21.8,"yes","Water",3,2022-10-20 13:39:30,2022-10-20
